book,chapter,verse,spanish,nasa_yuwe
JHN,9,38,"“¡Creo en ti, Señor!” dijo él, y se arrodilló para adorar a Jesús.","Txã'jĩte', txãa piçthẽ'ja' Jesus tasxte peejxũkweçxa': —Idxa' Dxus Nçxi'k yuh yu'ga sũju'th jĩte',"
JHN,9,39,"Entonces Jesús le dijo: “He venido al mundo para traer juicio, a fin de que aquellos que son ciegos puedan ver, y aquellos que ven se vuelvan ciegos”.","Jesusa' na'jĩnak pta'sx: —Adxa' na'wẽ yuuya'íiçxáath naa kiwete kĩh, uyya' ãjasameeçxawa uyya' ãjãkahn, aça' makwe uysaaçxawa uyya' ãjãkahmén."
JHN,9,40,"Algunos fariseos que estaban allí con Jesús le preguntaron: “Nosotros no somos ciegos también, ¿o sí?”","Txajũ' fxariseowe'sx kxtee ũssa' txã'wẽ wẽse'jçxa', na'wẽtx pẽjx: —Kwe'sxwa uyya' ãjasameewá'ntka'w jĩte',"
JHN,9,41,"Jesús respondió: “Si ustedes estuvieran ciegos, no serían culpables. Pero ahora que dicen que ven, mantienen su culpa”. < 9 >","Jesusa' na'jĩnak pta'sx: —I'kwe'sxa' uyya' ãjãsamée dxihwaça', yuuwesamée yuune'kwe. Nawa uyu'tha'w jĩ'i'kwe na', txãa pa'ga Dxus dxi'pte' yuuwesai'kwe jĩk. < 9 >"
JHN,10,1,"“Les digo la verdad, cualquiera que no entra por la puerta del redil, sino que trepa de alguna otra manera, es un ladrón.","Isath we'we', maawa piisxáa ka'ga'jni vxitxtey u'kamée, vxite ahte vxitxtemée u'kasa' txã' pesweeta'."
JHN,10,2,El que entra por la puerta es el pastor de las ovejas.,Nawa vxitxte u'kasa' piisxáa-thegsaçxa txã'wẽ yuuna.
JHN,10,3,"El portero le abre la puerta y las ovejas responden a su voz. Él llama a sus ovejas por nombre, y las saca del redil.","Aça' kxte vxitxte thegsa' vxitxa's phaade'k u'kakahn. Aça' piisxá' jiyu'tx jxpe'jsa we'weni's, txajũ' teeçxteeçxçxah kxsusna pa'yaçxa kxuuphnijũ kutxi'ji'k."
JHN,10,4,"Después, camina delante de ellas y las ovejas lo siguen porque reconocen su voz.","Sa' jxuka kasxisxçxa', piisxáa-thegsa' yaçtek u'jwe', aça' piisxa' txajx e'ste wa'lmeetx u'jwe', jxpe'jsa pa'yani's jiyu'ne'ta naa pa'ga."
JHN,10,5,"Ellas no siguen a ningún extraño. De hecho, ellas huyen de cualquier extraño porque no reconocen su voz”.","Nawa nasa fxiysa pa'yate yu', u'jmée wejxwa ũphna u'jwe'tx, nasa fxiysa pa'yate jiyuçxatx txã'wẽ ũphu'."
JHN,10,6,"Cuando Jesús hizo esta ilustración, los que le escuchaban no entendieron lo que él quiso decir.","Jesusa' naa ejemplo's pta'sxnak kaapiya'j, nawa nasa' jiyumeeta' txã'wẽ pta'sxni's. Jesusa' ew jxpe'jsa'"
JHN,10,7,Entonces Jesús les explicó nuevamente. “Les digo la verdad: Yo soy la puerta del redil.,"Nasa jiyumeete', Jesusa' na'jĩnak ki'kin pta'sx: —Isath we'we': Adxíi piisxáa u'kani vxitx na'wẽsath."
JHN,10,8,"Todos los que vinieron antes de mi eran ladrones, pero las ovejas no los escucharon.",Adx pa'jmeyna yaçte pa'jsa' jxukay ĩsxiisa pesweeçxáatx yu'. Aça' piisxá' ũukhçxa utxaameeta'.
JHN,10,9,"Yo soy la puerta. Todo el que entra a través de mi, será sanado. Podrá ir y venir, y encontrará la comida que necesite.","Adxíi vxitx na'wẽsath, aça' maawa adx tasxte u'kasa', nwe'weni yuutxna. Txajũyã'ja' ki' kasehn ki' u'kan txã'wẽ yuuna ũsçxawa, sã'jĩni nes yuutxna."
JHN,10,10,"El ladrón solo viene a robar, matar y destruir. Yo he venido para traerles vida, una vida abundante.","Ewmeesa' pesweena ikhna jxuka pebaya'çxáatx pa'ja', naapkaçxha' adxa' bagaçxte yuhwa pçumée ĩtxi fxi'zekahnthu yuwé'."
JHN,10,11,Yo soy el buen pastor. El buen pastor entrega su vida por sus ovejas.,Adxa' piisxaatx ew jxpe'jsath. Aça' ew jxpe'jsa' piisxaatx peeygãhçxa nwe'wepa'gaçxáa txajx ĩtxi fxi'zeni's ivxiituya' ũsa'.
JHN,10,12,"El hombre a quien se le paga para cuidar de las ovejas no es el pastor, y huye apenas ve que se acerca el lobo. Él abandona a las ovejas porque no son suyas, y entonces el lobo ataca y dispersa a las ovejas","Nawa vxyuu pa'gaçxáa piisxaatx thegna ũssa' yu'kh eçx yuhte uyna'wa, piisxaatx thegmée ũphna u'jwe'tx, piisxáa-thegsa meena sa' piisxa' txãa jĩiwa meetxna, txãa pa'gatx txã'wẽ yũ'. Aça' txã'wẽ yũute', yu'kh eçxa' piisxaatx mazwa ikhe'k, naapkaçxha' ĩtxisa yu' ma'wẽwa ũphu'tx."
JHN,10,13,pues este hombre solo trabaja para recibir su pago y no le importan las ovejas.,"Txã'wẽ vxyuu pa'gaçxáa thegna ũsna, txãasane' ũphna u'jwe' piisxaatxi' thegmée."
JHN,10,14,"Yo soy el buen pastor. Yo sé cuáles son mías, y ellas me conocen","Adxa' piisxaatx ew jxpe'jsath. Adx Tatawa ma'wẽ adxa's ew jiina aça' adxwa ew jiith Tata's, txã'wẽy adxwa piisxaatxi' ew jiith, aça' adx piisxaawa adxa's jiita'. Adx piisxaatx wedxçxa nwe'weya' adx ĩtxi fxi'zeni's ivxiituya'wath."
JHN,10,16,"Tengo otras ovejas que no están en este redil. Debo traerlas también. Ellas escucharán mi voz, y entonces habrá un solo rebaño con un solo pastor.","Txã'wẽy piisxáa vxite ji'pthu ayte kxuuphnimeesa txãatxwa nuypa'ja'nja. Aça' txãawe'sxwa adx pa'yani's nwẽese'jetxna. Txã'wẽ yũute', teeçx ahteçxaçxáa jxuka pkhakhni neeyũutxna teeçx jxpe'jsa yakhçxáa."
JHN,10,17,"“Es por esto que el Padre me ama, porque yo doy mi vida para tomarla de nuevo.","Txã'wẽ adx ĩtxi fxi'zeni's ya'ivxiituya'wath, nawa ĩtxi yuuwa'ja's ki' jxpa'gaya'wath, txãa pa'gak Tata' adxa's wedxi'."
JHN,10,18,Ninguno puede quitarme la vida; Yo elijo entregarla. Tengo el derecho de entregar mi vida y tengo el derecho de volverla a tomar. Este es el mandato que me dio mi Padre”.,Adx ĩtxi fxi'zeni's kim yuhwa kusa'jya' ãjameena. Adx yuuth peekíi ya'dukhe'. Sa' adx ĩtxi fxi'zeni's ya'dukhçxa uuya'wa ãja'nja sa' ki' ĩtxi yuuwa'ja'swa ki' jxpa'gaya' ãja'nja. Txã'wẽ yũukahnku adx Tata' adxa's kaah.
JHN,10,19,Otra vez los judíos estaban dando opiniones sobre estas palabras que dijo Jesús.,"Txã'wẽ we'weni's judiuwe'sx wẽse'jçxa, kuh jwedtxi yajkxna neeyũu."
JHN,10,20,Muchos de ellos decían: “¡Está poseído por un demonio! ¡Está loco! ¿Por qué lo escuchan?”,Maaíi yu' na'wẽtx ũusçxawe'we': —¿Kĩjxa'kwe nwẽese'je' eçxthẽ'j yakh ũsçxa luuku we'weni's? jĩ'tx.
JHN,10,21,"Otros decían: “Estas no son las palabras de alguien que está endemoniado. Además, un demonio no puede devolver la vista a un ciego”.","Naapkaçxha' vxite' na'jĩ'tx: —Eçxthẽ'j yakh ũsçxa', kim yuhwa na'wẽ zhiçxkwe kaapiya'jya' ãjãmeena. Eçxthẽ'jçxa', txã'wẽ uyya' ãjasameetx kaauyu'jya' ¿ãjãma'k? Judiuwe'sx Jesusa's açeni"
JHN,10,22,Era invierno y era la fecha de la Fiesta de la Dedicación en Jerusalén.,Dxuus yata's txahna jxã'jni's anxu iisatx fxiesta'ja' Jerusalen çxhabte. Sa' txãa fxiestatetx ũsu' nus ente.
JHN,10,23,Jesús estaba caminando en el Templo por el pórtico de Salomón. Los judíos lo rodearon y le preguntaron:,Naapkaçxha' Jesusa' dxuus yat pwa' Salomon jĩi jĩnisuk pekũhna u'ju'.
JHN,10,24,"“¿Por cuánto tiempo nos tendrás en suspenso? ¡Si eres el Mesías, entonces dínoslo claramente!”","Aça' judiuwe'sxa' txajx tasxte pkhaakheçxa na'wẽtx pẽjx: —¿Bagaçxpkaçx kwe'sxtxi kaypuba'jna ũsya'waga? Idxa' Dxus tasxu yuusa Kristoçxa', teehwed mpeeta'sx jĩte',"
JHN,10,25,"Jesús respondió: “Ya les dije, pero ustedes se negaron a creerlo. Los milagros que yo hago en nombre de mi Padre son prueba de quien yo soy.","Jesusa' na'jĩnak pas: —Pta'sxyã'th, nawa adx we'weni's jxpa'ga'çmeei'kwe. Adx Tata jxkaathe', na'wẽ kĩhwa mjĩ'th, aça' adx mjĩini' ãate kaajiyu'ju'tx adx kimtewa."
JHN,10,26,Ustedes no creen en mí porque no son mis ovejas.,"Adx piisxáa meei'kwe jĩ'th na', isa i'kwe'sxa' txã'wẽsa yuji'kwe. Txãasa i'kwe adxa's jxpa'gaya' wa'lu'."
JHN,10,27,"Mis ovejas reconocen mi voz; yo las conozco, y ellas me siguen.","Adx piisxaatx jiith, aça' txãawe'sxa' adx pa'yani'swa wa'lmée nwẽese'je'tx, sa' adx yakh u'jwe'tx."
JHN,10,28,"Yo les doy vida eterna; ellas nunca estarán perdidas, y nadie me las puede arrebatar.","Txãasath txãawe'sxtxi' pçumée ĩtxi fxi'zewa'ja's peesu'. Aça' kim yuhwa adx kusejũ' kusa'jmeena, sa' bagaçxte yuhwa vxitumeetxna."
JHN,10,29,"Mi Padre, quien me las entregó, es más grande que cualquier otra persona; y a Él nadie se las puede arrebatar.","Adx Tata maatewa jxthaakwesak adx kusete dukh, aça' kim yuhwa kusa'jya' ãjameena adx Tata kusejũ'."
JHN,10,30,Yo y el Padre somos uno”.,Tata adx yakha' txãa na'wẽçxaçxáatha'w.
JHN,10,31,Una vez más los judíos tomaron piedras para lanzárselas.,"Txã'jĩte', judiuwe'sxa' Jesusa's ki' kwet wãatatajxa'watx yu'."
JHN,10,32,"Jesús les dijo: “Ustedes han visto muchas cosas buenas que he hecho, gracias al Padre. ¿Por cuál de todas ellas me van a apedrear?”","Aça' Jesusa' we'wek: —Adx Tata pu'çxte i'kwe'sx dxi'pte mjĩi ewsaçxaçxáa wala kuh kaavxya'ja'th. Aça' adx mjĩi ewsa ¿maaga i'kwe'sxtxi ewmeena' thegu' açkwe adxa's kwet wãatatah wẽje'? jĩte',"
JHN,10,33,"Los judíos respondieron: “No vamos a apedrearte por hacer cosas buenas, sino por blasfemia, porque tú eres solamente un hombre y estás afirmando que eres Dios”.","judiuwe'sx pasçxa' na'jĩtx: —Ew yũupa'ga txã'wẽ kwet wãatatajxa'wameetha'w. Nasaçxáag, naa kxahg Dxusthu jĩna Dxusa's weeçx we'we', txãa pa'ga txã'wẽ yũuya'watha'w."
JHN,10,34,"Jesús les respondió: “¿Acaso no está escrito en la ley de ustedes: ‘Yo dije, ustedes son dioses’?",Txajũ' Jesusa' na'wẽk we'we: —I'kwe'sx leyte i'kwe'sxtxi we'weçxa': Dxus i'kwe ¿jĩ'çmeena'?
JHN,10,35,"Él llamó ‘dioses’ a estas personas, a aquellos a quienes entregó la palabra de Dios—y la Escritura no se puede modificar.","Jiitha'w Dxus librute fxi'jni's maawa weeçx we'wewa'jme'. Maawa Dxus yuwe's jxpa'gasayã'ja', Dxus i'kwe jĩnak we'we Dxusa'."
JHN,10,36,"Entonces, ¿por qué están diciendo ustedes que aquél a quien Dios apartó y envió al mundo está blasfemando, porque dije ‘yo soy el Hijo de Dios’?","Nawa adxa' txã'wẽsaçxáameeth. Adxa' Dxus yuu txhitxhçxa naa kiwete kaahnisath, aça' adxa's ¿ma'wẽ Dxusa's weeçx we'we'k Dxus Nçxi'kthu jĩna jĩya' ãjaki'kwe?"
JHN,10,37,"Si no estoy haciendo lo que hace mi Padre, entonces no me crean.",Meeçxa' adx Tata mjĩi kaahnimeesaçxáatx wáa mjĩina ũsne'tka aça' adx we'wenitxi' jxpa'ganuwe.
JHN,10,38,"Pero si lo hago, deberían creerme por la evidencia de lo que he hecho. Así podrán ustedes entender que el Padre está en mí, y que yo estoy en el Padre”.","Nawa adx Tata mjĩi kaahnisatx yuh mjĩite', adx yu's jxpa'gameeçxawa, adx we'weniçxáatxwa miipa'gawe. Txã'wẽ yũuçxaçxáa jiyune'kwe, adx Tata' adx yakh ũsa', aça' adxa' Tata yakh ũstewa."
JHN,10,39,"Nuevamente ellos trataron de arrestarlo, pero él escapó de ellos.","Txã'jĩte', Jesusa's preesu'jçxa jxũna u'j wẽetx. Nawa preesu'jmeyna, kasehna u'kh."
JHN,10,40,"Se fue al otro lado del río Jordán, al lugar donde Juan había comenzado a bautizar, y se quedó allí.","Txajũ' Jesusa' Jordan yu'wala kuten u'jçxa', Juan nyafxíi bautisãyna ũsu'k kxteek ũsu'."
JHN,10,41,"Muchas personas llegaron donde él estaba, y decían: “Juan no hizo milagros, pero todo lo que él dijo acerca de este hombre se ha hecho realidad”.","Aça' nasa wala kuh thegya' pa'jçxa', na'wẽtx we'we: —Juana' kim yuhwa ãjanimeesatx kaavxya'ja'jmeeçxawa, pta'sxku naa piçthẽ'j pa'jçxa ma'wẽ yũuwa'ja'swa, aça' txã' ĩsxiinimée jxuka kxtey yuuk jĩ'tx."
JHN,10,42,Muchos de los que estaban allí pusieron su confianza en Jesús. < 10 >,Txajũ' kxtee ũssa nasa' wala kuhsa Jesus kimtewa jiyutx. < 10 >
JHN,11,1,Un hombre llamado Lázaro estaba enfermo. Él vivía en Betania con sus hermanas María y Marta.,"Betania çxhabte teeçx piçthẽ'j Lasaro yaasesak ãçã'na ũs yu', npe'sxwe'sx Maria Marta u'pni çxhabte."
JHN,11,2,María fue la que ungió al Señor con perfume y secó sus pies con su cabello. El que estaba enfermo era su hermano Lázaro.,Txãa ãçã'sa npe'sx Mariak txã'wẽ Jesus çxidakhẽ wẽt putasa's awçxa txajx dxkhasju adxi'jwa'jsa yu'.
JHN,11,3,"Entonces las hermanas enviaron un mensaje a Jesús: “Señor, tu amigo está enfermo”.","Txãawe'sxa' pxakhíitx dxiy ãçã'na ũste', Jesusa's pta'sxkahn yuwe kaah: —Iidx namiku wedxnisa' wala ãçã'na ũsa' jĩna."
JHN,11,4,"Cuando Jesús escuchó la noticia dijo: “El resultado final de esta enfermedad no será la muerte. A través de esto, será revelada la gloria de Dios, a fin de que el Hijo de Dios sea glorificado”.","Txajũ' Jesusa' naa pta'sxni's wẽse'jçxa' na'jĩk: —Na'wẽ ãçã'na ũsçxawa, uuwa'jsa meea'. Naasáa Dxus ãjãni's ãate kaavxya'ja'jna, txã'wẽy Dxus Nçxi'k ãjani'swa kaavxya'ja'khançxáa txã'wẽ ãçã'na ũsa'."
JHN,11,5,"Aunque Jesús amaba a Marta, María y Lázaro,",Aça' Marta Maria txãawe'sx dxiy Lasaro yakha' Jesus wedxnisatx yu'.
JHN,11,6,"y aunque había escuchado que Lázaro estaba enfermo, se quedó en el lugar donde estaba durante dos días más.","Nawa Lasaro' wala ãçã'na ũsa' jĩna pta'sxni's wẽse'jçxawa, nee e'z eníik txajx u'junisu jxthẽeyũu."
JHN,11,7,Entonces le dijo a los discípulos: “Regresemos a Judea”.,"Txãa e'z en skhẽwniijũ', Jesusa' na'jĩnak we'we txãa yakh u'jusawe'sxtxi: —Judea kiwen ki' u'jwega jĩte',"
JHN,11,8,"Los discípulos respondieron: “Maestro, hace apenas unos días los judíos estaban tratando de apedrearte. ¿Realmente quieres regresar allá ahora?”","txãawe'sxa' na'wẽtx pas: —Kaapiya'jsa, mwẽese'j. Txãwãsu' judiuwe'sxa' idxa's ikh wẽeçxa kwet wãatatajxa'watx yu', aça' ¿ma'wẽga kxtey ki' u'j wẽje'? jĩte',"
JHN,11,9,“¿Acaso no tiene doce horas el día?” respondió Jesús.,"Jesusa' na'wẽk pas: —Isa ena' doce ora ¿ji'phmeena'? Maawa en u'juçxa' yu'spẽ'themée fxi'zetxna, eena' kweethniitene'ta fxi'ze' naa pa'ga."
JHN,11,10,"“Si la gente camina durante el día, no se tropieza porque puede ver hacia dónde va, gracias a la luz de este mundo. Pero si camina por la noche, se tropieza porque no hay luz”.","Nawa kus u'juçxa', yu'spẽ'thetxna, eena' kweethnite u'jupa'gamée."
JHN,11,11,"Después de decirles esto, les dijo: “Nuestro amigo Lázaro se ha dormido, ¡pero yo voy para despertarlo!”","Txajũ' na'jĩk Jesusa': —Kwe'sx namiku Lasaro' deeni', nawa adxa' fxĩtxya' u'jwe'nja jĩte',"
JHN,11,12,"Los discípulos dijeron: “Señor, si está durmiendo, se pondrá mejor”.","txãa yakh u'jusawe'sxa' na'jĩtx: —Deeniçxáa ũsçxa yu', fxĩtxte' kiiteena jĩtx."
JHN,11,13,"Jesús se había estado refiriendo a la muerte de Lázaro, pero los discípulos pensaban que él se refería realmente al acto de dormir.","Lasaro' uuni ũstek Jesusa' txã'wẽ we'we. Nawa txãa yakh u'jusawe'sxa' jiyumeeçxa', ĩ'née deenisaçxá'sne' we'we' sũju'ne'ta."
JHN,11,14,Así que Jesús les dijo claramente: “Lázaro está muerto.,Txajũ' Jesusa' teehwedku ãate pta'sx: —Lasaro' uuni' jĩna.
JHN,11,15,"Me alegro por ustedes de que yo no estaba allí, porque ahora ustedes podrán creer en mí. Vayamos y veámoslo”.","I'kwe'sxa' adx ãjani's uyçxa' adx kimtewa jiyukahn, ewçxá'ntka kxtee ũsu'çmée. Txã'wẽ uuniyã'j ũstewa, thegya' u'jwega jĩte',"
JHN,11,16,"Tomás, el gemelo, dijo a sus condiscípulos: “Vayamos también para que muramos con él”.",Tomas melxisu jĩ'tx txã' na'wẽk we'we vxite pi'kxna u'jusawe'sxtxi: —Kwe'sxwa u'jwega Jesus yakh ja'da uuya' jĩk. Jesus ĩtxi vxit-sa
JHN,11,17,"Cuando Jesús llegó, se enteró de que Lázaro había estado en la tumba por cuatro días.","Jesus kxtee pa'jaçte', Lasaro's pedaní pahz enyã'kh yu'."
JHN,11,18,"Betania estaba apenas a dos millas de Jerusalén,",Aça' Betania çxhaba' Jerusalen çxhabuh e'z kilometro y medioçxáak jxu'kha ũsu'.
JHN,11,19,y muchos judíos habían venido a consolar a María y Marta ante la pérdida de su hermano.,"Aça' judiuwe'sxa' wala kuh pa'khu'ta txã'wẽ dxiy uute', npe'sxwe'sxtxi kvxiisxa'jya'."
JHN,11,20,"Cuando Marta supo que Jesús venía, salió a su encuentro, pero María se quedó en casa.","Aça' txãa entey Jesusa' pa'jaça' jĩni's jiyuçxa', Marta' puutx uyya' kasejk. Nawa Maria' yatte neeyũuk."
JHN,11,21,"Marta le dijo a Jesús: “Señor, si hubieras estado aquí, mi hermano no habría muerto.","Txajũ' Marta' Jesus yakh puutx uyçxa' na'jĩnak we'we: —Idx ayte ũssawaça', uuwa'jmeene' yu' ũ'kwe dxi'sxa'."
JHN,11,22,Pero estoy segura de que incluso ahora Dios te concederá cualquier cosa que le pidas”.,"Nawa jiith Dxusa' jxuka ũsuna idx kĩh pẽjxtewa jĩte',"
JHN,11,23,Jesús le dijo: “Tu hermano se levantará de nuevo”.,"Jesusa' na'wẽk pas: —I'kwe dxiya' ĩtxi yuuna jĩte',"
JHN,11,24,"“Sé que se levantará en la resurrección, en el día final”, respondió Marta.","Marta' na'wẽk pas: —Ũ'kwe' jiith, uusaawe'sx ĩtxi yuu ente' ĩtxi yuuyujuna."
JHN,11,25,"Jesús dijo: “Yo soy la resurrección y la vida. Aquellos que creen en mí, vivirán aunque mueran.","Nawa Jesusa' na'jĩk: —Adxíi uuniitewa ĩtxi vxit-sath, sa' pçumée ĩtxi fxi'zewa'ja'swa adxíi peessath. Maawa adxa's ũuste jxpa'gasa' makwe uuçxawa ki' ĩtxi yuutxna."
JHN,11,26,"Todos los que viven en mí y creen en mí, no morirán jamás. ¿Crees esto?”","Aça' maawa nee ĩtxi ũssa' adxna ũuste jxpa'gaçxa', bagaçxte yuhwa uuwa'jmée ĩtxi fxi'zetxna. Adx we'weni' isa yuhtxna ¿sũju'kwe'? jĩte',"
JHN,11,27,"“Sí, Señor”, respondió ella, “Yo creo que eres el Mesías, el Hijo de Dios, el que esperábamos que viniera al mundo”.","Marta pasçxa': —Txã'wẽ yuhna sũju'th. Idxa' Kristog, Dxus Nçxi'k naa kiwete kĩisa jĩk. Jesus ũ'neni"
JHN,11,28,"Cuando ella terminó de decir esto, fue y le dijo a su hermana María, en privado: “El Maestro está aquí y ha dicho que quiere verte”.","Txã'wẽ we'wena jxã'jçxa', Marta' yatna sxawedna u'kh nyakha's pa'yaya'. Sa' na'jĩnak susmée we'we: —Kaapiya'jsa ayte yã'j ũsa', sa' i'kwe's yuu kaakh."
JHN,11,29,"Tan pronto escuchó esto, María se levantó y fue a verlo.","Txã'jĩ'çpkaçxha', Maria' kiitena' wala dud u'kh Jesusa's puutx uyya'."
JHN,11,30,Jesús todavía no había llegado a la aldea. Aún estaba en el lugar donde Marta lo había ido a recibir.,"Jesusa' Betania çxhabte u'kameyku yu', Marta yakh mteene' puutx uy kxtee nee ũsiyçxáak yu'."
JHN,11,31,"Los judíos que habían estado consolando a María en la casa vieron cómo ella se levantó rápidamente y salió. Entonces la siguieron, pensado que se dirigía a la tumba a llorar.","Aça' Maria' kiiteçxa wala dud skhẽwte', judiuwe'sx txãa yatte kvxiisxa'jna ũssa' e'stey u'jtx, pedaní kafxte wáa ũ'neya' u'jweçna sũhçxa."
JHN,11,32,"Cuando María llegó al lugar donde estaba Jesús y lo vio, se postró a sus pies y dijo: “Señor, si hubieras estado aquí, mi hermano no habría muerto”.","Txajũ' Maria' Jesus tasxte kũhna'wa, peejxũkweçxa na'wẽk we'we: —Kwe'sxtxi jxpe'jsa, idx ayte ũssawaça', ũ'kwe dxi'sxa' uuwa'jmeene' yu' jĩnak we'we."
JHN,11,33,"Cuando la vio llorando a ella y a los judíos que habían venido con ella, Jesús se sintió atribulado y triste.","Txã'wẽ Maria vxite' judiuwe'sx pi'kxna yuusa ũ'neçte Jesusa' uyçxa', txãawa wala nxusçxa'"
JHN,11,34,"“¿Dónde lo han puesto?” preguntó él. Ellos respondieron: “Señor, ven y ve”.",pẽjxku: —¿Mteekwe pedáa? jĩte': —Myuh wakx thegya' jĩtx.
JHN,11,35,Entonces Jesús también lloró.,Aça' Jesusa' ũ'nek.
JHN,11,36,"“Miren cuánto lo amaba”, dijeron los judíos.","Txã'wẽ Jesus ũ'neçte uyçxa', judiuwe'sxa' na'jĩtx: —Mthegwe ma'wẽga wala peeygãja'."
JHN,11,37,"Pero algunos de ellos decían: “Si pudo abrir los ojos de un hombre ciego, ¿no podía haber impedido la muerte de Lázaro?”",Nawa maaíi yu' na'wẽtx we'we: —Naa piçthẽ'ja' uyya' ãjasameetxwa kaauyu'ju'k na' ¿kĩhçxáawa yũuya' ãjawa'jmée ma'k yu' Lasaro uukahmén? Lasaro's ĩtxi vxitni
JHN,11,38,"Muy atribulado, Jesús se dirigió a la tumba. Era una cueva con una gran piedra que tapaba la entrada.","Txajũ' Jesusa' ki'kin wala nxusna utxaak Lasaro's pedaní kafxte. Txãa kafxa' dxiiga pwa'ja'nik yu', aça' u'kani vxitxte yu' kwetku aphni yu'."
JHN,11,39,"“Quiten la piedra”, les dijo Jesús. Pero Marta, la hermana del difunto, dijo: “Señor, en este momento ya debe haber mal olor porque él ha estado muerto por cuatro días”.","Jesusa' na'wẽk jxkaah: —Aphni kweta's mkiiswe jĩte', uusáa npe'sx Marta' na'jĩk: —Uuníi pahz enyã'ja', aça' phadete' ¿kazx putameema'k? jĩte',"
JHN,11,40,“¿No te dije que si crees en mi verás la Gloria de Dios?” respondió Jesús.,"Jesus we'weçxa': —Adx pta'sxnitxi' txã'wẽ yuhna sũhna ũuste jxpa'gaçxa', Dxus ma'wẽsatewa jiyune'kwe ¿jĩçmeetka'?"
JHN,11,41,"Entonces quitaron la piedra. Jesús levantó su mirada hacia el cielo y dijo: “Padre, gracias por escucharme.","Txã'jĩte', txãa aphni kweta's kiistxi. Aça' Jesusa' cielute pagayçxa na'wẽk we'we: —Tata, adx pẽyni's pasu'g naa pa'ga weçxa'th."
JHN,11,42,"Yo sé que siempre me escuchas. Dije esto por causa de la multitud que está aquí, a fin de que crean que tú me enviaste”.","Adxa' jiith, idxa' bagaçxtewa adxa's pasu'g. Nawa txã'jĩna ãateth weçxá', ayte nasa ũsta' txãawe'sx wẽse'jçxa', adxa'sa' Dxus kaahni yuh yu'ne' sũjkahn."
